          Time          |   Accel XYZ(m/s^2)  |     Accel XYZ(G)    |  Accel XYZ(raw ADC) |   Gyro XYZ (rad/s)  |   Gyro XYZ (deg/s)  |  Gyro XYZ (raw ADC) |  Mag Field XYZ(uT)  | Temp (C)
2023-11-08 00:57:26.859 |  0.57   0.40   9.88 |  0.06   0.04   1.01 |   240    168   4168 |   0.0    0.0   -0.0 |   0.9    0.1   -0.3 |    14      1     -5 |   2.2  -25.0  -86.2 | 35.19    
2023-11-08 00:57:26.897 |  0.61   0.39   9.92 |  0.06   0.04   1.01 |   254    162   4183 |   0.0   -0.0   -0.0 |   0.5   -0.1   -0.2 |     8     -1     -3 |   3.7  -25.0  -87.1 | 35.13    
2023-11-08 00:57:26.936 |  0.64   0.32   9.92 |  0.07   0.03   1.01 |   269    135   4184 |   0.0    0.0   -0.0 |   0.6    0.1   -0.2 |    10      2     -4 |   1.7  -26.0  -86.2 | 35.14    
2023-11-08 00:57:26.974 |  0.71   0.30   9.88 |  0.07   0.03   1.01 |   295    125   4166 |   0.0    0.0   -0.0 |   0.5    0.5   -0.4 |     9      9     -6 |   2.4  -24.8  -86.9 | 35.13    
2023-11-08 00:57:27.012 |  0.63   0.34   9.87 |  0.06   0.03   1.01 |   265    142   4162 |   0.0    0.0   -0.0 |   0.8    0.2   -0.5 |    13      3     -9 |   2.9  -24.8  -88.8 | 35.14    
2023-11-08 00:57:27.051 |  0.58   0.39   9.86 |  0.06   0.04   1.01 |   244    164   4158 |   0.0    0.0   -0.0 |   0.7    0.4   -0.2 |    12      6     -4 |   3.2  -24.1  -89.5 | 35.14    
2023-11-08 00:57:27.089 |  0.65   0.43   9.87 |  0.07   0.04   1.01 |   272    181   4164 |   0.0    0.0   -0.0 |   0.5    0.1   -0.3 |     9      2     -5 |   2.9  -24.8  -89.2 | 35.12    
2023-11-08 00:57:27.127 |  0.61   0.33   9.94 |  0.06   0.03   1.01 |   255    139   4192 |   0.0    0.0   -0.0 |   0.5    0.2   -0.3 |     9      3     -5 |   3.4  -26.3  -89.2 | 35.17    
2023-11-08 00:57:27.165 |  0.61   0.30   9.92 |  0.06   0.03   1.01 |   253    125   4184 |   0.0    0.0   -0.0 |   0.5    0.4   -0.3 |     8      6     -5 |   2.7  -24.5  -88.1 | 35.10    
2023-11-08 00:57:27.204 |  0.65   0.33   9.94 |  0.07   0.03   1.01 |   273    138   4194 |   0.0    0.0   -0.0 |   0.6    0.2   -0.2 |    10      3     -3 |   2.9  -23.3  -87.4 | 35.16    
2023-11-08 00:57:27.242 |  0.62   0.40   9.97 |  0.06   0.04   1.02 |   260    166   4205 |   0.0    0.0   -0.0 |   0.5    0.2   -0.5 |     9      4     -9 |   2.7  -25.5  -88.5 | 35.13    
2023-11-08 00:57:27.280 |  0.60   0.33   9.94 |  0.06   0.03   1.01 |   251    139   4194 |   0.0    0.0   -0.0 |   0.7    0.2   -0.5 |    11      3     -9 |   4.1  -25.0  -88.1 | 35.19    
2023-11-08 00:57:27.318 |  0.62   0.39   9.86 |  0.06   0.04   1.01 |   261    165   4160 |   0.0    0.0   -0.0 |   0.7    0.1   -0.5 |    11      2     -8 |   1.7  -23.1  -88.1 | 35.19    
2023-11-08 00:57:27.357 |  0.67   0.34   9.89 |  0.07   0.03   1.01 |   282    142   4170 |   0.0    0.0   -0.0 |   0.7    0.2   -0.6 |    12      4    -10 |   3.7  -25.0  -89.5 | 35.11    
2023-11-08 00:57:27.395 |  0.41   0.15   9.95 |  0.04   0.02   1.01 |   172     64   4196 |   0.0    0.0    0.0 |   0.7    0.1    1.6 |    12      1     26 |   2.7  -25.0  -86.7 | 35.13    
2023-11-08 00:57:27.434 |  1.04   0.36   9.79 |  0.11   0.04   1.00 |   436    152   4131 |   0.0    0.0    0.0 |   0.4    2.4    0.5 |     7     40      8 |   3.7  -25.0  -88.1 | 35.21    
2023-11-08 00:57:27.471 | -0.42  -0.54   9.54 | -0.04  -0.06   0.97 |  -177   -226   4025 |  -0.0    0.1   -0.2 |  -1.0    6.6  -10.4 |   -17    108   -171 |   1.7  -22.6  -87.6 | 35.13    
2023-11-08 00:57:27.512 |  0.77   0.47   9.75 |  0.08   0.05   0.99 |   322    195   4112 |   0.0    0.0    0.0 |   0.4    0.7    0.1 |     7     11      2 |   3.7  -26.0  -87.6 | 35.14    
2023-11-08 00:57:27.550 |  0.52   0.50  10.00 |  0.05   0.05   1.02 |   217    211   4218 |   0.0   -0.0    0.0 |   0.8   -0.5    0.6 |    13     -9     10 |   2.2  -24.1  -88.5 | 35.17    
2023-11-08 00:57:27.588 |  0.69   0.28   9.90 |  0.07   0.03   1.01 |   290    116   4177 |   0.0    0.0   -0.0 |   0.5    0.2   -0.1 |     9      4     -1 |   2.7  -25.5  -87.1 | 35.20    
2023-11-08 00:57:27.626 |  0.73   0.11   9.93 |  0.07   0.01   1.01 |   306     46   4188 |   0.0    0.0    0.0 |   0.5    0.1    0.1 |     9      1      2 |   3.9  -22.3  -89.7 | 35.16    
2023-11-08 00:57:27.664 |  0.82   0.23   9.94 |  0.08   0.02   1.01 |   344     95   4194 |   0.0    0.0   -0.0 |   0.7    0.6   -1.1 |    11     10    -18 |   2.9  -25.8  -89.7 | 35.12    
2023-11-08 00:57:27.703 |  0.59   0.46   9.98 |  0.06   0.05   1.02 |   245    192   4211 |   0.0    0.0   -0.0 |   0.4    0.8   -1.2 |     7     13    -20 |   2.0  -25.8  -87.8 | 35.14    
2023-11-08 00:57:27.741 |  0.43   0.43   9.85 |  0.04   0.04   1.00 |   178    179   4154 |   0.0    0.0   -0.0 |   0.4    0.2   -0.2 |     6      4     -4 |   5.1  -27.0  -88.1 | 35.16    
2023-11-08 00:57:27.779 |  0.60   0.49   9.96 |  0.06   0.05   1.02 |   249    207   4200 |   0.0   -0.0   -0.0 |   0.7   -0.2   -0.1 |    11     -3     -2 |   0.5  -22.8  -87.4 | 35.18    
2023-11-08 00:57:27.817 |  0.61   0.41   9.91 |  0.06   0.04   1.01 |   256    171   4181 |   0.0    0.0    0.0 |   0.6    0.2    0.0 |    10      3      0 |   3.2  -22.6  -88.5 | 35.14    
2023-11-08 00:57:27.855 |  0.62   0.18   9.94 |  0.06   0.02   1.01 |   259     76   4195 |   0.0   -0.0    0.0 |   0.6   -0.2    0.1 |    10     -4      2 |   4.1  -24.1  -87.1 | 35.19    
2023-11-08 00:57:27.893 |  0.88   0.37   9.98 |  0.09   0.04   1.02 |   369    157   4209 |   0.0    0.0    0.0 |   0.4    0.0    0.1 |     7      0      1 |   3.4  -25.8  -86.4 | 35.19    
2023-11-08 00:57:27.931 |  0.72   0.32   9.85 |  0.07   0.03   1.00 |   301    136   4156 |   0.0    0.0   -0.0 |   0.7    0.5   -0.6 |    11      8    -10 |   3.2  -24.1  -89.5 | 35.16    
2023-11-08 00:57:27.969 |  0.30   0.24   9.93 |  0.03   0.02   1.01 |   126    101   4190 |   0.0    0.0   -0.0 |   0.5    0.4   -1.6 |     9      7    -27 |   2.7  -24.5  -88.1 | 35.15    
2023-11-08 00:57:28.008 |  0.67   0.50   9.86 |  0.07   0.05   1.01 |   282    211   4159 |   0.0   -0.1   -0.0 |   1.0   -2.9   -0.4 |    17    -47     -7 |   2.4  -24.8  -86.9 | 35.09    
2023-11-08 00:57:28.046 |  0.57   0.32   9.90 |  0.06   0.03   1.01 |   240    133   4175 |   0.0   -0.0   -0.0 |   0.8   -0.4   -0.2 |    13     -7     -3 |   1.5  -25.3  -88.8 | 35.14    
2023-11-08 00:57:28.084 |  0.79   0.07   9.91 |  0.08   0.01   1.01 |   332     29   4179 |   0.0    0.0   -0.0 |   0.5    1.0   -1.0 |     9     16    -16 |   3.4  -24.3  -87.4 | 35.16    
2023-11-08 00:57:28.123 |  0.69   0.34   9.91 |  0.07   0.03   1.01 |   290    142   4182 |   0.0    0.0   -0.0 |   0.3    2.3   -0.6 |     5     38    -10 |   2.0  -25.8  -86.9 | 35.14    
2023-11-08 00:57:28.160 |  0.45   0.53   9.84 |  0.05   0.05   1.00 |   190    222   4153 |   0.0    0.0   -0.0 |   0.7    1.1   -0.7 |    12     18    -11 |   2.2  -23.6  -89.0 | 35.17    
2023-11-08 00:57:28.199 |  0.57   0.53   9.92 |  0.06   0.05   1.01 |   238    221   4184 |   0.0    0.0    0.0 |   0.6    0.1    0.0 |    10      2      0 |   2.9  -24.3  -88.3 | 35.19    
2023-11-08 00:57:28.236 |  0.70   0.44   9.95 |  0.07   0.04   1.02 |   293    184   4199 |   0.0   -0.0    0.0 |   0.7   -0.1    0.0 |    11     -2      0 |   2.0  -23.3  -87.4 | 35.16    
2023-11-08 00:57:28.275 |  0.75   0.18   9.91 |  0.08   0.02   1.01 |   315     76   4182 |   0.0    0.0   -0.0 |   0.6    0.0   -0.1 |    10      0     -2 |   3.4  -26.3  -90.2 | 35.16    
2023-11-08 00:57:28.313 |  0.69   0.14   9.93 |  0.07   0.01   1.01 |   289     57   4188 |   0.0    0.0   -0.0 |   0.7    0.1   -0.5 |    12      1     -8 |   1.0  -27.2  -86.9 | 35.18    
2023-11-08 00:57:28.351 |  0.66   0.37   9.90 |  0.07   0.04   1.01 |   274    156   4178 |   0.0    0.0   -0.0 |   0.9    0.0   -0.5 |    15      0     -8 |   2.2  -25.0  -88.5 | 35.19    
2023-11-08 00:57:28.389 |  0.69   0.54   9.88 |  0.07   0.05   1.01 |   289    225   4168 |   0.0    0.0   -0.0 |   0.7    0.1   -0.4 |    12      2     -7 |   2.0  -22.3  -86.4 | 35.20    
2023-11-08 00:57:28.428 |  0.71   0.45   9.89 |  0.07   0.05   1.01 |   296    187   4173 |   0.0    0.0   -0.0 |   0.7    1.4   -1.0 |    11     23    -16 |   3.4  -25.3  -89.2 | 35.19    
2023-11-08 00:57:28.467 |  0.44   0.18   9.84 |  0.04   0.02   1.00 |   183     77   4152 |   0.0    0.0   -0.0 |   0.3    1.6   -0.4 |     5     27     -6 |   3.7  -25.5  -87.6 | 35.22    
2023-11-08 00:57:28.504 |  0.68   0.32   9.93 |  0.07   0.03   1.01 |   284    135   4187 |   0.0    0.0    0.0 |   0.7    0.0    0.4 |    11      0      7 |   4.1  -24.1  -88.5 | 35.22    
2023-11-08 00:57:28.543 |  0.64   0.43   9.89 |  0.07   0.04   1.01 |   269    182   4171 |   0.0    0.0    0.0 |   0.7    0.2    0.2 |    11      3      3 |   1.7  -25.0  -86.7 | 35.17    
2023-11-08 00:57:28.581 |  0.75   0.46   9.88 |  0.08   0.05   1.01 |   314    194   4166 |   0.0    0.0   -0.0 |   0.5    0.5   -0.2 |     9      9     -3 |   4.4  -25.3  -89.7 | 35.19    
2023-11-08 00:57:28.620 |  0.67   0.31   9.91 |  0.07   0.03   1.01 |   279    131   4179 |   0.0    0.0   -0.0 |   0.8    0.5   -0.2 |    13      9     -4 |   1.5  -25.8  -87.8 | 35.19    
2023-11-08 00:57:28.658 |  0.49   0.30   9.89 |  0.05   0.03   1.01 |   204    124   4173 |   0.0    0.0   -0.0 |   0.6    0.1   -0.1 |    10      2     -2 |   0.0  -26.3  -86.9 | 35.18    
2023-11-08 00:57:28.696 |  0.62   0.35   9.95 |  0.06   0.04   1.02 |   261    145   4199 |   0.0   -0.0   -0.0 |   0.7   -0.2   -0.1 |    12     -4     -1 |   3.9  -24.3  -87.8 | 35.20    
2023-11-08 00:57:28.734 |  0.66   0.37   9.84 |  0.07   0.04   1.00 |   275    153   4153 |   0.0   -0.0   -0.0 |   0.7   -0.9   -0.2 |    12    -15     -3 |   0.7  -25.0  -88.1 | 35.17    
2023-11-08 00:57:28.772 |  0.74   0.43   9.96 |  0.08   0.04   1.02 |   308    179   4202 |   0.0    0.0   -0.0 |   0.7    0.5   -0.3 |    11      9     -5 |   1.7  -24.5  -87.1 | 35.17    
2023-11-08 00:57:28.811 |  0.59   0.22   9.89 |  0.06   0.02   1.01 |   245     91   4172 |   0.0    0.0   -0.0 |   0.5    0.8   -0.6 |     9     13    -10 |   2.2  -26.5  -87.1 | 35.17    
2023-11-08 00:57:28.849 |  0.48   0.30   9.92 |  0.05   0.03   1.01 |   201    125   4184 |   0.0   -0.0   -0.0 |   0.7   -0.1   -0.4 |    11     -1     -6 |   4.6  -23.6  -85.7 | 35.17    
2023-11-08 00:57:28.887 |  0.68   0.55   9.96 |  0.07   0.06   1.02 |   285    229   4202 |   0.0    0.0    0.0 |   0.7    0.1    0.0 |    11      2      0 |   4.4  -24.8  -87.8 | 35.19    
2023-11-08 00:57:28.925 |  0.62   0.36   9.87 |  0.06   0.04   1.01 |   258    149   4165 |   0.0    0.0   -0.0 |   0.6    0.4   -0.4 |    10      7     -6 |   5.4  -25.3  -88.3 | 35.22    
2023-11-08 00:57:28.964 |  0.71   0.28  10.05 |  0.07   0.03   1.03 |   298    117   4241 |   0.0    0.0   -0.0 |   0.4    0.5   -0.4 |     7      8     -7 |   1.7  -26.5  -87.1 | 35.18    
2023-11-08 00:57:29.002 |  0.77   0.23   9.90 |  0.08   0.02   1.01 |   320     98   4175 |   0.0    0.0   -0.0 |   0.4    0.7   -0.3 |     6     11     -5 |   3.4  -24.3  -90.2 | 35.15    
2023-11-08 00:57:29.040 |  0.62   0.38   9.81 |  0.06   0.04   1.00 |   258    160   4138 |   0.0    0.0   -0.0 |   0.8    0.1   -0.4 |    13      1     -7 |   3.2  -25.0  -87.1 | 35.20    
2023-11-08 00:57:29.078 |  0.57   0.40   9.89 |  0.06   0.04   1.01 |   239    169   4171 |   0.0    0.0   -0.0 |   0.6    0.1   -0.3 |    10      2     -5 |   2.0  -24.8  -88.8 | 35.19    
2023-11-08 00:57:29.116 |  0.57   0.39   9.89 |  0.06   0.04   1.01 |   237    162   4174 |   0.0    0.0   -0.0 |   0.6    0.5   -0.3 |    10      9     -5 |   2.0  -23.8  -86.9 | 35.26    
2023-11-08 00:57:29.154 |  0.61   0.35   9.89 |  0.06   0.04   1.01 |   256    147   4172 |   0.0   -0.0   -0.0 |   0.7   -0.1   -0.1 |    11     -1     -1 |   3.9  -23.3  -89.2 | 35.17    
2023-11-08 00:57:29.192 |  0.69   0.38   9.91 |  0.07   0.04   1.01 |   287    158   4179 |   0.0   -0.0   -0.0 |   0.5   -0.1   -0.2 |     8     -1     -3 |   3.9  -23.8  -87.4 | 35.24    
2023-11-08 00:57:29.230 |  0.60   0.33   9.83 |  0.06   0.03   1.00 |   250    138   4148 |   0.0    0.0   -0.0 |   0.5    0.4   -0.1 |     8      6     -1 |   3.4  -26.3  -86.0 | 35.14    
2023-11-08 00:57:29.269 |  0.60   0.26   9.95 |  0.06   0.03   1.01 |   251    109   4198 |   0.0    0.0   -0.0 |   0.7    0.4   -0.6 |    11      6    -10 |   2.2  -25.0  -87.6 | 35.22    
2023-11-08 00:57:29.307 |  0.61   0.34   9.88 |  0.06   0.03   1.01 |   253    142   4166 |   0.0    0.0   -0.0 |   0.5    0.4   -0.4 |     9      6     -6 |   2.9  -24.3  -88.3 | 35.18    
2023-11-08 00:57:29.345 |  0.71   0.43   9.94 |  0.07   0.04   1.01 |   296    179   4195 |   0.0    0.0   -0.0 |   0.4    0.5   -0.8 |     7      9    -13 |   5.1  -26.0  -87.6 | 35.22    
2023-11-08 00:57:29.383 |  0.56   0.36   9.89 |  0.06   0.04   1.01 |   233    152   4172 |   0.0    0.0   -0.0 |   0.7    0.1   -0.3 |    11      2     -5 |   4.6  -26.0  -87.1 | 35.19    
2023-11-08 00:57:29.421 |  0.62   0.38   9.94 |  0.06   0.04   1.01 |   259    159   4193 |   0.0    0.0   -0.0 |   0.7    0.1   -0.4 |    11      2     -6 |   2.2  -24.5  -85.7 | 35.16    
2023-11-08 00:57:29.460 |  0.64   0.40   9.90 |  0.07   0.04   1.01 |   269    167   4177 |   0.0    0.0   -0.0 |   0.6    0.2   -0.4 |    10      3     -7 |   3.9  -26.7  -88.8 | 35.23    
2023-11-08 00:57:29.498 |  0.63   0.38   9.90 |  0.06   0.04   1.01 |   262    161   4175 |   0.0    0.0   -0.0 |   0.8    0.2   -0.5 |    13      3     -8 |   0.0  -24.3  -86.9 | 35.17    
2023-11-08 00:57:29.537 |  0.69   0.32   9.86 |  0.07   0.03   1.01 |   289    132   4158 |   0.0    0.0   -0.0 |   0.5    0.5   -0.4 |     9      8     -6 |   2.4  -24.8  -87.4 | 35.16    
2023-11-08 00:57:29.575 |  0.65   0.26   9.90 |  0.07   0.03   1.01 |   272    110   4175 |   0.0    0.0   -0.0 |   0.5    0.5   -0.7 |     9      9    -12 |   3.7  -23.6  -88.1 | 35.24    
2023-11-08 00:57:29.613 |  0.55   0.39   9.95 |  0.06   0.04   1.01 |   231    164   4196 |   0.0    0.0   -0.0 |   0.8    0.1   -0.4 |    13      1     -6 |   3.4  -24.3  -87.8 | 35.19    
2023-11-08 00:57:29.650 |  0.64   0.39   9.91 |  0.06   0.04   1.01 |   266    164   4182 |   0.0    0.0    0.0 |   0.9    0.0    0.1 |    14      0      2 |   2.0  -24.8  -86.9 | 35.19    
2023-11-08 00:57:29.688 |  0.65   0.36   9.91 |  0.07   0.04   1.01 |   272    152   4180 |   0.0    0.0   -0.0 |   0.7    0.0   -0.1 |    12      0     -1 |   2.2  -25.5  -87.6 | 35.21    
2023-11-08 00:57:29.726 |  0.67   0.26   9.91 |  0.07   0.03   1.01 |   281    110   4180 |   0.0    0.0   -0.0 |   0.5    0.2   -0.3 |     8      3     -5 |   2.2  -25.0  -89.0 | 35.19    
2023-11-08 00:57:29.764 |  0.71   0.25   9.98 |  0.07   0.03   1.02 |   297    103   4209 |   0.0    0.0   -0.0 |   0.7    0.0   -0.5 |    12      0     -8 |   0.5  -24.3  -87.8 | 35.21    
2023-11-08 00:57:29.803 |  0.68   0.32   9.93 |  0.07   0.03   1.01 |   285    133   4191 |   0.0    0.0   -0.0 |   0.7    0.3   -0.7 |    11      5    -11 |   3.2  -24.5  -85.7 | 35.22    
2023-11-08 00:57:29.841 |  0.38   0.48   9.71 |  0.04   0.05   0.99 |   159    201   4096 |   0.0    0.0   -0.0 |   0.7    0.9   -0.7 |    11     15    -12 |   2.9  -23.8  -87.8 | 35.16    
